premise,hypothesis,input,label,split,pair_key,available_rationale_count,rationale_1,rationale_type_1,rationale_score_1,rationale_keep_1,rationale_selection_source_1
A lady with sunglasses on her head and a green sweatshirt is looking off-camera.,A woman is wearing a maroon sweatshirt.,A lady with sunglasses on her head and a green sweatshirt is looking off-camera.</s>A woman is wearing a maroon sweatshirt.,contradiction,train,a lady with sunglasses on her head and a green sweatshirt is looking off-camera.</s>a woman is wearing a maroon sweatshirt.,7,"2. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. In this case, the premise states that the lady is wearing a green sweatshirt, which contradicts the hypothesis that she is wearing a maroon sweatshirt.",neutral,5.0,True,thesis_prior
A climber is making his way up a snowy mountainside.,A climber is ascending,A climber is making his way up a snowy mountainside.</s>A climber is ascending,entailment,test,a climber is making his way up a snowy mountainside.</s>a climber is ascending,7,"3. The correct answer is **entailment**. This means that the hypothesis is true given the premise. In this case, the premise states that the climber is making his way up a snowy mountainside, which entails that the hypothesis that he is ascending is true.",neutral,5.0,True,thesis_prior
A climber is making his way up a snowy mountainside.,A climber is tired,A climber is making his way up a snowy mountainside.</s>A climber is tired,neutral,train,a climber is making his way up a snowy mountainside.</s>a climber is tired,7,"4. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. In this case, the premise states that the climber is making his way up a snowy mountainside, which does not imply anything about his tiredness. The hypothesis that he is tired could be true or false depending on other factors.",neutral,5.0,True,thesis_prior
A climber is making his way up a snowy mountainside.,A climber is at base camp,A climber is making his way up a snowy mountainside.</s>A climber is at base camp,contradiction,train,a climber is making his way up a snowy mountainside.</s>a climber is at base camp,7,"5. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. In this case, the premise states that the climber is making his way up a snowy mountainside, which contradicts the hypothesis that he is at base camp.",neutral,5.0,True,thesis_prior
A man dressed in snow-gear takes a leap into a snow-covered ravine.,A man is outdoors.,A man dressed in snow-gear takes a leap into a snow-covered ravine.</s>A man is outdoors.,entailment,test,a man dressed in snow-gear takes a leap into a snow-covered ravine.</s>a man is outdoors.,7,"6. The correct answer is **entailment**. This means that the hypothesis is true given the premise. In this case, the premise states that the man is dressed in snow-gear and takes a leap into a snow-covered ravine, which entails that the hypothesis that he is outdoors is true.",neutral,5.0,True,thesis_prior
A man dressed in snow-gear takes a leap into a snow-covered ravine.,A man is indoors drinking hot chocolate.,A man dressed in snow-gear takes a leap into a snow-covered ravine.</s>A man is indoors drinking hot chocolate.,contradiction,train,a man dressed in snow-gear takes a leap into a snow-covered ravine.</s>a man is indoors drinking hot chocolate.,7,"7. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. In this case, the premise states that the man is dressed in snow-gear and takes a leap into a snow-covered ravine, which contradicts the hypothesis that he is indoors drinking hot chocolate.",neutral,5.0,True,thesis_prior
A man dressed in snow-gear takes a leap into a snow-covered ravine.,A guy is skiing in the Colorado mountains.,A man dressed in snow-gear takes a leap into a snow-covered ravine.</s>A guy is skiing in the Colorado mountains.,neutral,train,a man dressed in snow-gear takes a leap into a snow-covered ravine.</s>a guy is skiing in the colorado mountains.,7,"8. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. In this case, the premise states that the man is dressed in snow-gear and takes a leap into a snow-covered ravine, which does not imply anything about his location. The hypothesis that he is skiing in the Colorado mountains could be true or false depending on other factors.",neutral,5.0,True,thesis_prior
a lone person jumping through the air from one snowy mountain to another.,A person jumps in the air.,a lone person jumping through the air from one snowy mountain to another.</s>A person jumps in the air.,entailment,train,a lone person jumping through the air from one snowy mountain to another.</s>a person jumps in the air.,7,"9. The correct answer is **entailment**. This means that the hypothesis is true given the premise. In this case, the premise states that a person is jumping through the air from one snowy mountain to another, which entails that the hypothesis that the person is jumping in the air is true.",neutral,5.0,True,thesis_prior
a lone person jumping through the air from one snowy mountain to another.,A person sits in the snow.,a lone person jumping through the air from one snowy mountain to another.</s>A person sits in the snow.,contradiction,valid,a lone person jumping through the air from one snowy mountain to another.</s>a person sits in the snow.,7,"10. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. In this case, the premise states that a person is jumping through the air from one snowy mountain to another, which contradicts the hypothesis that the person is sitting in the snow.",neutral,5.0,True,thesis_prior
A man in shorts and a white garment stands at the base of stairs framed by black railing.,A woman is waiting for someone framed by white fencing.,A man in shorts and a white garment stands at the base of stairs framed by black railing.</s>A woman is waiting for someone framed by white fencing.,contradiction,train,a man in shorts and a white garment stands at the base of stairs framed by black railing.</s>a woman is waiting for someone framed by white fencing.,7,2. The answer is **contradiction**. The hypothesis contradicts the premise because it describes a different scene with different objects and people than the premise.,consensus,5.0,True,thesis_prior
A man in shorts and a white garment stands at the base of stairs framed by black railing.,A man in shorts waits for his wife at the bottom of the stairs.,A man in shorts and a white garment stands at the base of stairs framed by black railing.</s>A man in shorts waits for his wife at the bottom of the stairs.,neutral,train,a man in shorts and a white garment stands at the base of stairs framed by black railing.</s>a man in shorts waits for his wife at the bottom of the stairs.,7,"3. The correct answer is **neutral**. This means that the hypothesis is neither entailed nor contradicted by the premise. The premise describes the appearance and location of a man, but does not mention anything about his marital status or who he is waiting for. The hypothesis makes a claim about the man's wife, but does not contradict or entail anything about his clothing or the stairs. Therefore, the hypothesis is possible but not certain given the premise.",neutral,5.0,True,thesis_prior
A man in shorts and a white garment stands at the base of stairs framed by black railing.,A man stands at the bottom of the stairs.,A man in shorts and a white garment stands at the base of stairs framed by black railing.</s>A man stands at the bottom of the stairs.,entailment,train,a man in shorts and a white garment stands at the base of stairs framed by black railing.</s>a man stands at the bottom of the stairs.,7,"4. The correct answer is **entailment**. This means that the hypothesis is logically implied by the premise. The premise describes the appearance and location of a man, which includes the fact that he stands at the bottom of the stairs. The hypothesis states the same fact, but omits the details about his clothing and the railing. Therefore, the hypothesis is true given the premise.",neutral,5.0,True,thesis_prior
A man doing tricks in the snow.,There is no snow where the man is,A man doing tricks in the snow.</s>There is no snow where the man is,contradiction,train,a man doing tricks in the snow.</s>there is no snow where the man is,7,"5. The correct answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. The premise states that the man is doing tricks in the snow, which implies that there is snow where the man is. The hypothesis states that there is no snow where the man is, which contradicts the premise. Therefore, the hypothesis is false given the premise.",neutral,5.0,True,thesis_prior
A man doing tricks in the snow.,The man is snowboarding,A man doing tricks in the snow.</s>The man is snowboarding,neutral,train,a man doing tricks in the snow.</s>the man is snowboarding,7,"6. The correct answer is **neutral**. This means that the hypothesis is neither entailed nor contradicted by the premise. The premise states that the man is doing tricks in the snow, but does not specify what kind of tricks or what equipment he is using. The hypothesis states that the man is snowboarding, which is one possible way of doing tricks in the snow, but not the only one. Therefore, the hypothesis is possible but not certain given the premise.",neutral,5.0,True,thesis_prior
A man doing tricks in the snow.,The man is outside.,A man doing tricks in the snow.</s>The man is outside.,entailment,valid,a man doing tricks in the snow.</s>the man is outside.,7,"7. The correct answer is **entailment**. This means that the hypothesis is logically implied by the premise. The premise states that the man is doing tricks in the snow, which implies that he is outside. The hypothesis states the same fact, but omits the details about the tricks and the snow. Therefore, the hypothesis is true given the premise.",neutral,5.0,True,thesis_prior
Two Asian people sit at a blue table in a food court.,Two people are eating together.,Two Asian people sit at a blue table in a food court.</s>Two people are eating together.,neutral,train,two asian people sit at a blue table in a food court.</s>two people are eating together.,7,"8. The correct answer is **neutral**. This means that the hypothesis is neither entailed nor contradicted by the premise. The premise describes the appearance and location of two people, but does not mention what they are doing or why they are there. The hypothesis states that they are eating together, which is one possible reason for sitting at a table in a food court, but not the only one. Therefore, the hypothesis is possible but not certain given the premise.",neutral,5.0,True,thesis_prior
Two Asian people sit at a blue table in a food court.,The people are buying sunglasses.,Two Asian people sit at a blue table in a food court.</s>The people are buying sunglasses.,contradiction,valid,two asian people sit at a blue table in a food court.</s>the people are buying sunglasses.,7,"9. The correct answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. The premise describes the appearance and location of two people, which implies that they are in a food court. The hypothesis states that they are buying sunglasses, which is unlikely to happen in a food court. Therefore, the hypothesis is false given the premise.",neutral,5.0,True,thesis_prior
Two Asian people sit at a blue table in a food court.,Two people are seated together.,Two Asian people sit at a blue table in a food court.</s>Two people are seated together.,entailment,train,two asian people sit at a blue table in a food court.</s>two people are seated together.,7,"10. The correct answer is **entailment**. This means that the hypothesis is logically implied by the premise. The premise describes the appearance and location of two people, which includes the fact that they are seated together. The hypothesis states the same fact, but omits the details about their ethnicity and the color of the table. Therefore, the hypothesis is true given the premise.",neutral,5.0,True,thesis_prior
Indian couple holding child near riverbank.,A couple is holding a child,Indian couple holding child near riverbank.</s>A couple is holding a child,entailment,train,indian couple holding child near riverbank.</s>a couple is holding a child,7,"1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that an Indian couple is holding a child near a riverbank, which implies that a couple is holding a child.",neutral,5.0,True,thesis_prior
Indian couple holding child near riverbank.,A couple is sleeping with their baby at home,Indian couple holding child near riverbank.</s>A couple is sleeping with their baby at home,contradiction,train,indian couple holding child near riverbank.</s>a couple is sleeping with their baby at home,7,"2. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that an Indian couple is holding a child near a riverbank, which contradicts the hypothesis that they are sleeping with their baby at home.",neutral,5.0,True,thesis_prior
Indian couple holding child near riverbank.,A couple is singing a lullaby to a baby,Indian couple holding child near riverbank.</s>A couple is singing a lullaby to a baby,neutral,test,indian couple holding child near riverbank.</s>a couple is singing a lullaby to a baby,7,"3. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that an Indian couple is holding a child near a riverbank, which does not entail or contradict the hypothesis that they are singing a lullaby to a baby.",neutral,5.0,True,thesis_prior
A bunch of people playing soccer.,a bunch of people are playing soccer,A bunch of people playing soccer.</s>a bunch of people are playing soccer,entailment,train,a bunch of people playing soccer.</s>a bunch of people are playing soccer,7,"4. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a bunch of people are playing soccer, which implies that a bunch of people are playing soccer.",neutral,5.0,True,thesis_prior
A bunch of people playing soccer.,people are playing american football,A bunch of people playing soccer.</s>people are playing american football,contradiction,train,a bunch of people playing soccer.</s>people are playing american football,7,"5. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that a bunch of people are playing soccer, which contradicts the hypothesis that they are playing american football.",neutral,5.0,True,thesis_prior
A bunch of people playing soccer.,people are playing soccer with no goalies,A bunch of people playing soccer.</s>people are playing soccer with no goalies,neutral,train,a bunch of people playing soccer.</s>people are playing soccer with no goalies,7,"6. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that a bunch of people are playing soccer, which does not entail or contradict the hypothesis that they are playing soccer with no goalies.",neutral,5.0,True,thesis_prior
A soccer player jumping in air during a game.,A soccer player taking flight across the field during a game.,A soccer player jumping in air during a game.</s>A soccer player taking flight across the field during a game.,contradiction,train,a soccer player jumping in air during a game.</s>a soccer player taking flight across the field during a game.,7,"7. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that a soccer player is jumping in air during a game, which contradicts the hypothesis that a soccer player is taking flight across the field during a game.",neutral,5.0,True,thesis_prior
A soccer player jumping in air during a game.,A soccer player jumping into the air during a game to avoid being hit in the face.,A soccer player jumping in air during a game.</s>A soccer player jumping into the air during a game to avoid being hit in the face.,neutral,train,a soccer player jumping in air during a game.</s>a soccer player jumping into the air during a game to avoid being hit in the face.,7,"8. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that a soccer player is jumping in air during a game, which does not entail or contradict the hypothesis that a soccer player is jumping into the air during a game to avoid being hit in the face.",neutral,5.0,True,thesis_prior
A soccer player jumping in air during a game.,A soccer player jumping up while a game is in progess.,A soccer player jumping in air during a game.</s>A soccer player jumping up while a game is in progess.,entailment,train,a soccer player jumping in air during a game.</s>a soccer player jumping up while a game is in progess.,7,"9. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that a soccer player is jumping in air during a game, which implies that a soccer player is jumping up while a game is in progress.",neutral,5.0,True,thesis_prior
A shot-on-goal action photo of soccer players in red and black uniforms.,a hockey player nails his first hat trick,A shot-on-goal action photo of soccer players in red and black uniforms.</s>a hockey player nails his first hat trick,contradiction,train,a shot-on-goal action photo of soccer players in red and black uniforms.</s>a hockey player nails his first hat trick,7,"1. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the premise is about soccer players, while the hypothesis is about a hockey player. These are two different sports that use different equipment and rules. Therefore, the hypothesis contradicts the premise.",neutral,5.0,True,thesis_prior
The red team knocked the ball toward the goal and the black team tried to block it.,The red and black team are playing a game.,The red team knocked the ball toward the goal and the black team tried to block it.</s>The red and black team are playing a game.,entailment,train,the red team knocked the ball toward the goal and the black team tried to block it.</s>the red and black team are playing a game.,7,"4. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the premise describes an action that involves two teams competing in a game. Therefore, the hypothesis that the red and black team are playing a game is entailed by the premise.",neutral,5.0,True,thesis_prior
The red team knocked the ball toward the goal and the black team tried to block it.,The teams are in blue and orange.,The red team knocked the ball toward the goal and the black team tried to block it.</s>The teams are in blue and orange.,contradiction,train,the red team knocked the ball toward the goal and the black team tried to block it.</s>the teams are in blue and orange.,7,"5. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the premise specifies that the teams are in red and black, while the hypothesis states that the teams are in blue and orange. These are different colors that do not match the premise. Therefore, the hypothesis contradicts the premise.",neutral,5.0,True,thesis_prior
Six soccer players on field with player in red uniform in the air and ball airborne.,People are playing soccer.,Six soccer players on field with player in red uniform in the air and ball airborne.</s>People are playing soccer.,entailment,valid,six soccer players on field with player in red uniform in the air and ball airborne.</s>people are playing soccer.,7,"6. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the premise describes a scene that clearly shows soccer players on a field with a ball in the air. Therefore, the hypothesis that people are playing soccer is entailed by the premise.",neutral,5.0,True,thesis_prior
Six soccer players on field with player in red uniform in the air and ball airborne.,Six people are playing basketball.,Six soccer players on field with player in red uniform in the air and ball airborne.</s>Six people are playing basketball.,contradiction,train,six soccer players on field with player in red uniform in the air and ball airborne.</s>six people are playing basketball.,7,"7. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the premise describes a scene that clearly shows soccer players on a field with a ball in the air, while the hypothesis states that six people are playing basketball. These are two different sports that use different equipment and rules. Therefore, the hypothesis contradicts the premise.",neutral,5.0,True,thesis_prior
Six soccer players on field with player in red uniform in the air and ball airborne.,"One team is in red, the other, blue.","Six soccer players on field with player in red uniform in the air and ball airborne.</s>One team is in red, the other, blue.",neutral,train,"six soccer players on field with player in red uniform in the air and ball airborne.</s>one team is in red, the other, blue.",7,"8. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise. In this case, the premise shows six soccer players on a field with one player in red, but it does not specify the color of the other team. The hypothesis states that one team is in red, the other, blue. This is possible, but not certain, based on the premise.",neutral,5.0,True,thesis_prior
Two little kids showing their American pride in their star spangled wagon.,Two adults mix up a batch of margaritas.,Two little kids showing their American pride in their star spangled wagon.</s>Two adults mix up a batch of margaritas.,contradiction,valid,two little kids showing their american pride in their star spangled wagon.</s>two adults mix up a batch of margaritas.,7,"9. The most likely answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. The premise is about two little kids showing their American pride in their star spangled wagon, while the hypothesis is about two adults mixing up a batch of margaritas. The two scenarios are very different and have no logical connection. Therefore, the hypothesis contradicts the premise.",comparative,5.0,True,thesis_prior
Two little kids showing their American pride in their star spangled wagon.,Two kids are with a wagon.,Two little kids showing their American pride in their star spangled wagon.</s>Two kids are with a wagon.,entailment,train,two little kids showing their american pride in their star spangled wagon.</s>two kids are with a wagon.,7,"1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that there are two little kids with a star spangled wagon, which implies that they are with a wagon.",neutral,5.0,True,thesis_prior
"A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.",There is no jewelry.,"A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.</s>There is no jewelry.",contradiction,test,"a young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.</s>there is no jewelry.",7,"2. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that the young man has an assortment of silver pendants around his neck, which contradicts the hypothesis that there is no jewelry.",neutral,5.0,True,thesis_prior
"A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.",The pendants have long chains.,"A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.</s>The pendants have long chains.",neutral,valid,"a young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.</s>the pendants have long chains.",7,"4. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not specify the length of the chains of the pendants, so it is possible that they are long or short.",neutral,5.0,True,thesis_prior
Girl is blowing to a butterfly.,The girl blows a butterfly.,Girl is blowing to a butterfly.</s>The girl blows a butterfly.,entailment,train,girl is blowing to a butterfly.</s>the girl blows a butterfly.,7,"5. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that the girl is blowing to a butterfly, which implies that she blows a butterfly.",neutral,5.0,True,thesis_prior
Girl is blowing to a butterfly.,The girl sneezes on a butterfly.,Girl is blowing to a butterfly.</s>The girl sneezes on a butterfly.,contradiction,train,girl is blowing to a butterfly.</s>the girl sneezes on a butterfly.,7,"6. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that the girl is blowing to a butterfly, which contradicts the hypothesis that she sneezes on a butterfly.",neutral,5.0,True,thesis_prior
Girl is blowing to a butterfly.,The girl blows kisses to a butterfly.,Girl is blowing to a butterfly.</s>The girl blows kisses to a butterfly.,neutral,train,girl is blowing to a butterfly.</s>the girl blows kisses to a butterfly.,7,"7. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not specify the intention or the manner of the girl's blowing, so it is possible that she blows kisses or not.",neutral,5.0,True,thesis_prior
An elderly couple dances next to a table where a boy is sitting with his head down.,A young man has his head on the table.,An elderly couple dances next to a table where a boy is sitting with his head down.</s>A young man has his head on the table.,entailment,train,an elderly couple dances next to a table where a boy is sitting with his head down.</s>a young man has his head on the table.,7,"8. The answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that there is a boy sitting with his head down, and the hypothesis is a synonym of that statement. A boy and a young man are both male and young, and sitting with one's head down and having one's head on the table are both expressions of sadness or boredom. There is no historical context needed for this question, as it is based on common sense and logic.",historical,5.0,True,thesis_prior
An elderly couple dances next to a table where a boy is sitting with his head down.,The boy's grandparents approached and asked if he was okay.,An elderly couple dances next to a table where a boy is sitting with his head down.</s>The boy's grandparents approached and asked if he was okay.,neutral,test,an elderly couple dances next to a table where a boy is sitting with his head down.</s>the boy's grandparents approached and asked if he was okay.,7,"9. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not provide any information about the relationship or the interaction between the boy and the elderly couple, so it is possible that they are his grandparents or not, and that they approached him or not.",neutral,5.0,True,thesis_prior
An elderly couple dances next to a table where a boy is sitting with his head down.,A young man is playing the drums.,An elderly couple dances next to a table where a boy is sitting with his head down.</s>A young man is playing the drums.,contradiction,test,an elderly couple dances next to a table where a boy is sitting with his head down.</s>a young man is playing the drums.,7,"10. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that the boy is sitting with his head down, which contradicts the hypothesis that he is playing the drums.",neutral,5.0,True,thesis_prior
A small girl stands among many large watermelons.,There is a girl standing,A small girl stands among many large watermelons.</s>There is a girl standing,entailment,train,a small girl stands among many large watermelons.</s>there is a girl standing,7,"1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that there is a small girl standing among many large watermelons, which implies that there is a girl standing.",neutral,5.0,True,thesis_prior
A small girl stands among many large watermelons.,There is a girl sitting near the watermelon,A small girl stands among many large watermelons.</s>There is a girl sitting near the watermelon,contradiction,test,a small girl stands among many large watermelons.</s>there is a girl sitting near the watermelon,7,"2. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that there is a small girl standing among many large watermelons, which contradicts the hypothesis that there is a girl sitting near the watermelon.",neutral,5.0,True,thesis_prior
A small girl stands among many large watermelons.,There is a girl standing thinking about purchasing the watermelon,A small girl stands among many large watermelons.</s>There is a girl standing thinking about purchasing the watermelon,neutral,test,a small girl stands among many large watermelons.</s>there is a girl standing thinking about purchasing the watermelon,7,"3. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that there is a small girl standing among many large watermelons, which does not entail or contradict the hypothesis that there is a girl standing thinking about purchasing the watermelon.",neutral,5.0,True,thesis_prior
An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,An old couple dance in by a juke box while a dude wearing shorts sleeps near a table,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table</s>An old couple dance in by a juke box while a dude wearing shorts sleeps near a table,entailment,train,an elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table</s>an old couple dance in by a juke box while a dude wearing shorts sleeps near a table,7,"4. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise and the hypothesis describe the same scene using different words, such as elderly and old, front and by, guy and dude, nearby and near.",neutral,5.0,True,thesis_prior
An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,An old couple dance next to a guy sleeping,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table</s>An old couple dance next to a guy sleeping,neutral,test,an elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table</s>an old couple dance next to a guy sleeping,7,"5. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise and the hypothesis describe the same scene using different words, such as front and next to, but the hypothesis omits the detail of the juke box, which is not essential for the truth of the hypothesis.",neutral,5.0,True,thesis_prior
An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,Two cats sing karoake,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table</s>Two cats sing karoake,contradiction,valid,an elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table</s>two cats sing karoake,7,"6. The answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that there is an elderly couple dancing in front of a juke box while a guy in shorts sleeps at a nearby table, and the hypothesis states that there are two cats singing karaoke. The hypothesis contradicts the premise, as the premise does not mention any cats, and cats cannot sing karaoke. There is no historical context needed for this question, as it is based on common sense and observation.",historical,5.0,True,thesis_prior
"An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.",The couple has been together a long time.,"An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.</s>The couple has been together a long time.",neutral,train,"an elderly couple, both wearing white shirts, dancing and a young male sitting at a table.</s>the couple has been together a long time.",7,"7. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise describes an elderly couple dancing and a young male sitting at a table, which does not entail or contradict the hypothesis that the couple has been together a long time.",neutral,5.0,True,thesis_prior
"An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.",The couple is dancing together.,"An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.</s>The couple is dancing together.",entailment,train,"an elderly couple, both wearing white shirts, dancing and a young male sitting at a table.</s>the couple is dancing together.",7,"8. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise describes an elderly couple dancing and a young male sitting at a table, which implies that the couple is dancing together.",neutral,5.0,True,thesis_prior
"An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.",The couple is sitting with the male.,"An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.</s>The couple is sitting with the male.",contradiction,train,"an elderly couple, both wearing white shirts, dancing and a young male sitting at a table.</s>the couple is sitting with the male.",7,"9. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise describes an elderly couple dancing and a young male sitting at a table, which contradicts the hypothesis that the couple is sitting with the male.",neutral,5.0,True,thesis_prior
A child stoops to pick up a watermelon from a large pile of them.,A person is near a watermelon.,A child stoops to pick up a watermelon from a large pile of them.</s>A person is near a watermelon.,entailment,train,a child stoops to pick up a watermelon from a large pile of them.</s>a person is near a watermelon.,7,"10. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise describes a child stooping to pick up a watermelon from a large pile of them, which implies that a person is near a watermelon.",neutral,5.0,True,thesis_prior
A child stoops to pick up a watermelon from a large pile of them.,A girl is shopping for watermelon with her parents at a farmers' market.,A child stoops to pick up a watermelon from a large pile of them.</s>A girl is shopping for watermelon with her parents at a farmers' market.,neutral,train,a child stoops to pick up a watermelon from a large pile of them.</s>a girl is shopping for watermelon with her parents at a farmers' market.,7,"1. The correct answer is **neutral**. The premise does not entail or contradict the hypothesis, because it is possible that the child is a girl shopping with her parents, but it is also possible that the child is a boy, or that the child is not shopping, or that the child is not with her parents. The hypothesis is not necessarily true or false given the premise.",neutral,5.0,True,thesis_prior
A child stoops to pick up a watermelon from a large pile of them.,"A woman is alone, planting watermelon seeds in a garden in the spring.","A child stoops to pick up a watermelon from a large pile of them.</s>A woman is alone, planting watermelon seeds in a garden in the spring.",contradiction,valid,"a child stoops to pick up a watermelon from a large pile of them.</s>a woman is alone, planting watermelon seeds in a garden in the spring.",7,"2. The correct answer is **contradiction**. The premise contradicts the hypothesis, because it is not possible that the child is a woman, or that the child is alone, or that the child is planting watermelon seeds in a garden in the spring. The hypothesis is necessarily false given the premise.",neutral,5.0,True,thesis_prior
A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.,The girl is under the age of 88 years old.,A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.</s>The girl is under the age of 88 years old.,entailment,train,a small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.</s>the girl is under the age of 88 years old.,7,"3. The correct answer is **entailment**. The premise entails the hypothesis, because it is very likely that the small girl is under the age of 88 years old. The hypothesis is necessarily true given the premise.",neutral,5.0,True,thesis_prior
A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.,The girl is alone and asleep in her bedroom.,A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.</s>The girl is alone and asleep in her bedroom.,contradiction,train,a small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.</s>the girl is alone and asleep in her bedroom.,7,"4. The correct answer is **contradiction**. The premise contradicts the hypothesis, because it is not possible that the girl is alone and asleep in her bedroom, when she is bending over near a large pile of watermelons. The hypothesis is necessarily false given the premise.",neutral,5.0,True,thesis_prior
A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.,The girl is wearing yellow shoes.,A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.</s>The girl is wearing yellow shoes.,neutral,train,a small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.</s>the girl is wearing yellow shoes.,7,"5. The correct answer is **neutral**. The premise does not entail or contradict the hypothesis, because it is possible that the girl is wearing yellow shoes, but it is also possible that she is wearing shoes of a different color, or that she is not wearing shoes at all. The hypothesis is not necessarily true or false given the premise.",neutral,5.0,True,thesis_prior
