,input,label,llm_label,rationale
231,"Some food can be stored at room temperature until you open it, then you should keep it in what?
Answer Choices:
(a) shop
(b) bookcase
(c) shelf
(d) refrigerators
(e) kitchen",refrigerators,refrigerators,"The answer must be a place to store food. Of the above choices, only refrigerators are used to store food."
232,"Some people got escorted out of the library, they were probably what?
Answer Choices:
(a) state facts
(b) talking loudly
(c) making money
(d) amount to nothing
(e) believe in god",talking loudly,talking loudly,"The answer must be something that would get people escorted out of the library. Of the above choices, only talking loudly would get people escorted out of the library."
233,"Something had the nerve to break into the garbage last night, what did it?
Answer Choices:
(a) eyes
(b) animal
(c) fingertips
(d) brainstem
(e) human body",animal,animal,"The answer must be something that can break into the garbage. Of the above choices, only animals can break into the garbage."
234,"Sometimes a person has a fear of water or a dislike of being wet, it is still important to make sure they are having a bath why?
Answer Choices:
(a) flooding
(b) drowning
(c) wet skin
(d) get wet
(e) rash",rash,rash,"The answer must be something that can happen if a person doesn't take a bath. Of the above choices, only rash can happen if a person doesn't take a bath."
235,"Stark was just having fun, and he wasn't hurting anyone.  What might have he been doing?
Answer Choices:
(a) painting his nails
(b) playing marbles
(c) constructing
(d) need for rest
(e) wild ride",playing marbles,wild ride,"The answer must be something that is fun and doesn't hurt anyone. Of the above choices, only wild ride makes sense."
236,"Steve thought that it was possible, but he agreed that it was what?
Answer Choices:
(a) no go
(b) unable
(c) unlikely
(d) impossibility
(e) cant do",unlikely,unlikely,"The answer must be something that is not possible. Of the above choices, only unlikely is not possible."
237,"The advertisement came in the form of a pop-up, where did it appear?
Answer Choices:
(a) web page
(b) store
(c) la ville
(d) bus
(e) email",web page,web page,"The answer must be a place where pop-ups appear. Of the above choices, only web pages have pop-ups."
238,"The architect thought that a mezzanine would look good, but the planning committee rejected it.  They told the architect that they felt it was a potential hazard given the ages of the people who would be using it.  What might they be designing?
Answer Choices:
(a) actors
(b) theater
(c) concert hall
(d) floors
(e) school",school,school,"The answer must be a place where people of all ages would be using it. Of the above choices, only a school is a place where people of all ages would be using it."
239,"The artist was sitting quietly pondering, then suddenly he began to paint when what struck him?
Answer Choices:
(a) sadness
(b) anxiety
(c) inspiration
(d) discomfort
(e) insights",inspiration,inspiration,"The answer must be something that would make the artist start painting. Of the above choices, only inspiration would make the artist start painting."
240,"The audience cheered when a goal was scored, what were they spectating?
Answer Choices:
(a) school
(b) sporting event
(c) concert hall
(d) show
(e) television",sporting event,sporting event,"The answer must be something that has an audience and a goal. Of the above choices, only sporting events have an audience and a goal."
241,"The audience listened to the orchestra play, where were they watching the performance?
Answer Choices:
(a) concert hall
(b) museum
(c) school
(d) hockey game
(e) sporting event",concert hall,concert hall,"The answer must be a place where an orchestra plays. Of the above choices, only concert hall is a place where an orchestra plays."
242,"The baby was cranky, it needed to eat breakfast but refused to what?
Answer Choices:
(a) buy food
(b) open mouth
(c) get out of bed
(d) cry
(e) wake up",open mouth,open mouth,"The answer must be something that the baby refused to do. Of the above choices, only open mouth makes sense."
243,"The bell rang, and the congregation began to what in to the church?
Answer Choices:
(a) run away
(b) wind instrument
(c) funnel
(d) blunderbuss
(e) associated with telephones",funnel,wind instrument,"The answer must be something that people do when they enter a church. Of the above choices, only people wind instruments."
244,"The boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what?
Answer Choices:
(a) cuba
(b) styx
(c) atlantic ocean
(d) france
(e) jungle",jungle,jungle,"The answer must be the place where piranhas live. Of the above choices, only the jungle has piranhas."
245,"The buildings were intended to not have residential kitchens in them, what were they designed for?
Answer Choices:
(a) large city
(b) small
(c) eat cake
(d) university
(e) town",university,university,"The answer must be a place that does not have kitchens. Of the above choices, only universities do not have kitchens."
246,"The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch?
Answer Choices:
(a) case
(b) jewelry store
(c) shopping
(d) jewelery box
(e) hock",jewelry store,jewelry store,"The answer must be a place where expensive wristwatches are sold. Of the above choices, only jewelry stores sell expensive wristwatches."
247,"The business men left the discussion in the dressing room, now they just wanted to relax in the sauna of the what?
Answer Choices:
(a) brush hair
(b) theater
(c) house
(d) dwelling
(e) bathhouse",bathhouse,bathhouse,"The answer must be a place where people can relax. Of the above choices, only bathhouses are places where people can relax."
248,"The butt was bare, and Sam couldn't stop staring at it.  It was very what?
Answer Choices:
(a) full
(b) ample
(c) covered
(d) bareword
(e) ample",ample,ample,"The answer must be a word that describes the butt. Of the above choices, only ample describes the butt."
249,"The cancer patient was expecting to die, so he made out his what?
Answer Choices:
(a) not to live
(b) write will
(c) never want
(d) seek help
(e) go to hell",write will,write will,"The answer must be something that a person who is expecting to die would do. Of the above choices, only writing a will makes sense."
250,"The car was going from Alabama to New York, what was its goal?
Answer Choices:
(a) head north
(b) speed up
(c) heading north
(d) go fast
(e) headed south",head north,heading north,"The answer must be the goal of the car. Of the above choices, only heading north is the goal of the car."
251,"The car's steering seem quite loose, but he still considered purchasing it because he needed something small and what?
Answer Choices:
(a) sturdy
(b) faithful
(c) bound
(d) compact
(e) packaged",compact,compact,"The answer must be something that describes a car. Of the above choices, only compact describes a car."
252,"The carpet was smelly and discouraged the league from playing there, where was this smelly carpet installed?
Answer Choices:
(a) bedroom
(b) movie theater
(c) bowling alley
(d) church
(e) office",bowling alley,bowling alley,"The answer must be a place where a league would play. Of the above choices, only bowling alley is a place where a league would play."
253,"The cat carefully navigated the area, they do everything they can to avoid what?
Answer Choices:
(a) get wet
(b) eat vegetables
(c) falling
(d) wool sweater
(e) sharp claws",get wet,falling,"The answer must be something that cats avoid. Of the above choices, only falling is something that cats avoid."
254,"The cat kept pestering it's owner, it was that time of the day and it was what?
Answer Choices:
(a) litter tray
(b) whiskers
(c) hungry
(d) feline
(e) thirsty",hungry,hungry,"The answer must be something that happens to a cat at a certain time of the day. Of the above choices, only hungry makes sense."
255,"The chef wanted to perfect his craft, what did he do?
Answer Choices:
(a) thin potatos
(b) prepare food
(c) study french cooking
(d) drink
(e) cook dinner",study french cooking,study french cooking,"The answer must be something that a chef would do to perfect his craft. Of the above choices, only studying french cooking would help a chef perfect his craft."
256,"The chief saw his entire tribe wiped out, he was a leader with a single what?
Answer Choices:
(a) peon
(b) indian
(c) minister
(d) follower
(e) employee",follower,follower,"The answer must be something that a chief has. Of the above choices, only a chief has a follower."
257,"The child didn't know the problems his mother was going through, all he had was what for her?
Answer Choices:
(a) care
(b) balloon
(c) loved
(d) become adult
(e) learn",loved,care,"The answer should be something that the child had for his mother. Of the above choices, only care is something that the child had for his mother."
258,"The child felt like it was all pretend, he didn't understand what?
Answer Choices:
(a) people believe
(b) daydreams
(c) transcendentalism
(d) laughter
(e) religion",religion,religion,"The answer must be something that the child didn't understand. Of the above choices, only religion is something that the child might not understand."
259,"The child pretended he was reading newspaper, he couldn't actually do it without what?
Answer Choices:
(a) patience
(b) falling down
(c) literacy
(d) buying
(e) knowing how to read",knowing how to read,literacy,"The answer must be something that the child needs to read the newspaper. Of the above choices, only literacy is needed to read the newspaper."
260,"The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?
Answer Choices:
(a) show appreciation
(b) asking for
(c) exchanging
(d) say thank
(e) smile",say thank,say thank,"The answer must be something that is done after opening a gift. Of the above choices, only saying thank you is done after opening a gift."
261,"The child was politely waiting for dessert, he was eventually rewarded for his what?
Answer Choices:
(a) timing
(b) expenditure of time
(c) getting bored
(d) anger
(e) patience",patience,patience,"The answer must be something that the child was rewarded for. Of the above choices, only patience makes sense."
262,"The child wasn't allowed in the kitchen but still wanted to help, what could it do to help in the dining room?
Answer Choices:
(a) set table
(b) form opinions
(c) make honey
(d) become adult
(e) gather flowers",set table,set table,"The answer must be something that can be done in the dining room. Of the above choices, only setting the table can be done in the dining room."
263,"The church was giving assistance, what were they hoping to accomplish?
Answer Choices:
(a) exhilliration
(b) hardship
(c) risk taking
(d) helping others
(e) happiness",helping others,helping others,"The answer must be something that the church was hoping to accomplish. Of the above choices, only helping others is something that the church would hope to accomplish."
264,"The coach decided to make a lineup change, the team's effort was suffering from what?
Answer Choices:
(a) stagnant
(b) stagnation
(c) tradition
(d) hunger
(e) paper money",stagnation,stagnation,"The answer must be something that causes a team's effort to suffer. Of the above choices, only stagnation causes a team's effort to suffer."
265,"The company sent off many purchases, they used recycled cardboard as their what?
Answer Choices:
(a) packaging materials
(b) recycle bin
(c) box factory
(d) warehouse
(e) bowler hats",packaging materials,packaging materials,"The answer must be something that is used to send off purchases. Of the above choices, only packaging materials are used to send off purchases."
266,"The computer was difficult for he to understand at the store, so what did she sign up for to learn more?
Answer Choices:
(a) classroom
(b) facebook
(c) school
(d) apartment
(e) demonstration",demonstration,demonstration,"The answer must be something that teaches about computers. Of the above choices, only a demonstration teaches about computers."
267,"The computer was hooked up to the internet, what could it do as a result?
Answer Choices:
(a) process information
(b) believe in god
(c) make decisions
(d) process information
(e) receive data",receive data,receive data,"The answer must be something that a computer can do when hooked up to the internet. Of the above choices, only receive data is something that a computer can do when hooked up to the internet."
268,"The couple explained they were having trouble communicating, it seemed every conversation took great what?
Answer Choices:
(a) thinking
(b) effort
(c) laugh
(d) force
(e) medium",effort,effort,"The answer must be something that is needed for a conversation. Of the above choices, only effort is needed for a conversation."
269,"The criminal insisted he must do the crime to the bank teller, but she tried to convince him there were other ways in life and this was what?
Answer Choices:
(a) willing
(b) optional
(c) should not
(d) have to
(e) unnecessary",unnecessary,unnecessary,"The answer must be something that means the criminal did not have to do the crime. Of the above choices, only unnecessary means the criminal did not have to do the crime."
270,"The dad wanted to protect his house, where did he put his gun?
Answer Choices:
(a) police station
(b) crime scene
(c) restroom
(d) drawer
(e) holster",drawer,holster,"The answer must be a place where a gun can be kept. Of the above choices, only a holster is used to keep a gun."
271,"The detective was finding information from witnesses, why would he do that?
Answer Choices:
(a) fun
(b) ulcers
(c) get answers
(d) happiness
(e) power",get answers,get answers,"The answer must be something that a detective would do. Of the above choices, only get answers is something a detective would do."
272,"The dog curled up for a nap, it was tuckered out because it had just been what?
Answer Choices:
(a) walked
(b) petted
(c) affection
(d) go outside
(e) scratch",walked,walked,"The answer must be something that would make a dog tired. Of the above choices, only walking would make a dog tired."
273,"The electricity went out and everyone was shrouded in darkness.  They all remained in their seats, because it would have been dangerous to try to find there way out.  Where mihgt they have been?
Answer Choices:
(a) opera
(b) concert
(c) basement
(d) bedroom
(e) grand canyon",opera,opera or,"The answer must be a place where people sit in the dark. Of the above choices, only opera and concert are places where people sit in the dark."
274,"The electrode wouldn't spark, it turned out that the what hadn't been connected?
Answer Choices:
(a) battery
(b) electronic equipment
(c) electrolytic cell
(d) charge
(e) tube",battery,battery,"The answer must be something that is needed to make an electrode spark. Of the above choices, only a battery is needed to make an electrode spark."
275,"The extremely large cargo plane could only land at a specialized runway, these were only located at a what?
Answer Choices:
(a) back yard
(b) bowling alley
(c) city
(d) military base
(e) fashion show",military base,military base,"The answer must be a place that has a specialized runway. Of the above choices, only military bases have specialized runways."
276,"The family finished dinner, the child's chore was to load the dirty dishes where?
Answer Choices:
(a) restaurant kitchen
(b) dishwasher
(c) son's room
(d) cabinet
(e) party",dishwasher,dishwasher,"The answer must be the place where dirty dishes are loaded. Of the above choices, only dishwasher is the place where dirty dishes are loaded."
277,"The family wanted to adopt for enviro-ethical reasons, what did they abhor?
Answer Choices:
(a) orphan
(b) biological child
(c) give away
(d) foster child
(e) abandon",biological child,biological child,"The answer must be something that is not enviro-ethical. Of the above choices, only biological child is not enviro-ethical."
278,"The field general began to write out a letter to the king, he was told to send what when the enemy was near?
Answer Choices:
(a) syllable
(b) english alphabet
(c) word
(d) email
(e) invitation",word,word,"The answer must be something that can be sent. Of the above choices, only word can be sent."
279,"The flasks was used to distill elements, where was is being used?
Answer Choices:
(a) laboratory
(b) chemistry lab
(c) coat pocket
(d) after hours speakeasy
(e) bordello",chemistry lab,laboratory,"The answer must be a place where flasks are used. Of the above choices, only laboratory and chemistry lab are places where flasks are used."
280,"The flower grew tall to compete for sunlight, what did its neighbor do?
Answer Choices:
(a) blossom
(b) park
(c) open
(d) cast shadow
(e) vase",cast shadow,cast shadow,"The answer must be something that the flower's neighbor did to compete for sunlight. Of the above choices, only cast shadow is something that the flower's neighbor did to compete for sunlight."
281,"The forest experienced a cold winter, where is it located?
Answer Choices:
(a) earth
(b) south america
(c) amazon basin
(d) temperate zone
(e) national park",temperate zone,temperate zone,"The answer must be a place that has cold winters. Of the above choices, only temperate zone has cold winters."
282,"The freeway had no traffic and few buildings, where is it?
Answer Choices:
(a) california
(b) countryside
(c) big town
(d) florida
(e) america",countryside,countryside,"The answer must be a place with no traffic and few buildings. Of the above choices, only countryside has no traffic and few buildings."
283,"The fresh herbs, flowers, and vegetables will shrivel up if people don't do this?
Answer Choices:
(a) water plants
(b) believe in god
(c) drive to the nearest pool
(d) speaking english
(e) raise children",water plants,water plants,"The answer must be something that will keep the plants from shriveling up. Of the above choices, only watering the plants will keep them from shriveling up."
284,"The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?
Answer Choices:
(a) motion
(b) ocean
(c) flintlock
(d) arcade
(e) tennis court",motion,motion,"The answer must be something that a projectile ball needs to hit a target. Of the above choices, only motion is needed for a projectile ball to hit a target."
285,"The guys had a regular poker game, rather than going to the movies this what their what?
Answer Choices:
(a) competition
(b) fun game
(c) losing money
(d) fun
(e) social event",social event,social event,"The answer must be something that the guys did instead of going to the movies. Of the above choices, only social event makes sense."
286,"The hardcovers were especially tall, so he removed a shelf on the what to make room?
Answer Choices:
(a) chest of drawers
(b) grocery store
(c) hold alcohol
(d) nightstand
(e) bookcase",bookcase,bookcase,"The answer must be something that can hold books. Of the above choices, only a bookcase can hold books."
287,"The hikers stopped to have a drink, simply put they what?
Answer Choices:
(a) had a party
(b) were thirsty
(c) refreshment
(d) getting drunk
(e) celebrating",were thirsty,refreshment,"The answer must be something that hikers do when they stop to have a drink. Of the above choices, only refreshment is something that hikers do when they stop to have a drink."
288,"The homeowner frowned at the price of gas, what did he have to do later?
Answer Choices:
(a) own home
(b) mail property tax payments
(c) board windows
(d) cut grass
(e) receive mail",cut grass,mail property tax payments,"The answer must be something that the homeowner has to do later. Of the above choices, only mail property tax payments is something that the homeowner has to do later."
289,"The hostess greeted the employees to the program, she then led them to their what?
Answer Choices:
(a) group people
(b) welcome guests
(c) occupations
(d) work room
(e) seat customer",work room,work room,"The answer must be the place where the employees were led. Of the above choices, only work room makes sense."
290,"The hostess was good at her job, she always had a smile when she would what?
Answer Choices:
(a) group people
(b) ready parlor for guests
(c) welcome guests
(d) work room
(e) park",welcome guests,welcome guests,"The answer must be something that a hostess does. Of the above choices, only welcoming guests is something a hostess does."
291,"The inspector was agreeing with the factory protocols, what was the status of the factory?
Answer Choices:
(a) compliance
(b) eligible
(c) contract
(d) harmony
(e) friendship",compliance,compliance,"The answer must be the status of the factory. Of the above choices, only compliance is a status of the factory."
292,"The janitor never had much to clean after services, but there was still always a paper or two to pick up where?
Answer Choices:
(a) synagogue
(b) front porch
(c) classroom
(d) obesity
(e) grocery store",synagogue,synagogue,"The answer must be a place where the janitor cleans. Of the above choices, only synagogue is a place where the janitor cleans."
293,"The juror was quite bored and zoning out but wanted to convey he was hearing testimony, so he just sat there doing what?
Answer Choices:
(a) take notes
(b) nodding
(c) change of heart
(d) writing down
(e) listening",nodding,take notes,"The answer must be something that conveys the juror is hearing testimony. Of the above choices, only taking notes conveys the juror is hearing testimony."
294,"The kitten had nothing to dig it's claws into, so when it tried to stop it slid across what?
Answer Choices:
(a) living room
(b) floor
(c) warm place
(d) carpet
(e) farmhouse",floor,floor,"The answer must be something that the kitten slid across. Of the above choices, only the floor makes sense."
295,"The lady would eat and eat, and because of mental issues would then make herself what?
Answer Choices:
(a) wash dishes
(b) throwing up
(c) drinking
(d) throw up
(e) turn inside out",throw up,throwing up,"The answer must be something that a person who eats and eats would do. Of the above choices, only throwing up makes sense."
296,"The landscaper was carefully arching stones together, he was creating an elaborate what over the creek?
Answer Choices:
(a) park
(b) made from rocks
(c) balloon
(d) field
(e) bridge",bridge,bridge,"The answer must be something that can be made from stones. Of the above choices, only bridges can be made from stones."
297,"The lion sensed his competitor was timid, so what attitude did the lion take?
Answer Choices:
(a) reckless
(b) bellicose
(c) defensive
(d) aggressive
(e) dauntless",aggressive,aggressive,"The answer should be the attitude of a lion sensing his competitor is timid. Of the above choices, the closest attitude is aggressive."
298,"The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what?
Answer Choices:
(a) keep cloesd
(b) train
(c) ignition switch
(d) drawer
(e) firearm",ignition switch,ignition switch,"The answer must be something that a thief would work on. Of the above choices, only ignition switch is something a thief would work on."
299,"The low trickle of water revealed a stone, where was the stone found?
Answer Choices:
(a) ocean
(b) gallbladder
(c) driveway
(d) river bed
(e) creek bed",creek bed,river bed or,"The answer must be a place where water trickles. Of the above choices, only river beds and creek beds have water trickling."
300,"The man  tried to break the glass in order to make his escape in time, but he could not.  The person in the cat, trying to kill him, did what?
Answer Choices:
(a) accelerate
(b) putting together
(c) working
(d) construct
(e) train",accelerate,accelerate,"The answer must be something that the person in the car did to try to kill the man. Of the above choices, only accelerate makes sense."
301,"The man acted ridiculous at the funeral, what attitude should he have taken?
Answer Choices:
(a) straightforward
(b) serious
(c) solemn
(d) somber
(e) funny",solemn,serious,"The answer should be the attitude that is the opposite of ridiculous. Of the above choices, the opposite of ridiculous is serious."
302,"The man closed his eyes as the music played, what effect did the music have?
Answer Choices:
(a) coma
(b) enjoyable
(c) soothing
(d) universal
(e) good or bad",soothing,soothing,"The answer should be the effect of the music. Of the above choices, only soothing is an effect of music."
303,"The man didn't do great in college, all his best memories were late night with his brothers at the what?
Answer Choices:
(a) big city
(b) fraternity house
(c) school
(d) building
(e) big town",fraternity house,fraternity house,"The answer must be a place where the man spent a lot of time with his brothers. Of the above choices, only fraternity house makes sense."
304,"The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted?
Answer Choices:
(a) forest
(b) street
(c) air
(d) caused by humans
(e) car show",air,air,"The answer must be something that can be polluted. Of the above choices, only air can be polluted."
305,"The man got a pail to catch the draining motor oil, where was he likely doing this at home?
Answer Choices:
(a) garage
(b) hardware store
(c) utility room
(d) wishing well
(e) laundry",garage,garage,"The answer must be a place where a car can be parked. Of the above choices, only a garage is a place where a car can be parked."
306,"The man had a fear of illness, so he never visited friends who were a what?
Answer Choices:
(a) sick person
(b) hospital
(c) elderly person
(d) graveyard
(e) doctor's office",sick person,hospital,"The answer must be a place where sick people are. Of the above choices, only hospitals have sick people."
307,"The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?
Answer Choices:
(a) restless
(b) active
(c) lazybutt
(d) productive
(e) hard work",productive,productive,"The answer must be the opposite of lazy. Of the above choices, only productive is the opposite of lazy."
308,"The man laid on the soft moss and looked up at the trees, where was the man?
Answer Choices:
(a) niagra falls
(b) forest
(c) waterfall
(d) ground
(e) tree",forest,forest,"The answer must be a place where there is soft moss and trees. Of the above choices, only forest has both soft moss and trees."
309,"The man often made smart remarks, like that any restaurant is a mexican restaurant where?
Answer Choices:
(a) city
(b) mexica
(c) san diego
(d) spain
(e) mexico",mexico,Mexico,"The answer must be a place where there are a lot of Mexican restaurants. Of the above choices, only Mexico has a lot of Mexican restaurants."
310,"The man started to learn jogging, what was he hoping to do?
Answer Choices:
(a) exhaustion
(b) getting in shape
(c) fitness
(d) injure himself
(e) fatigue",getting in shape,getting in shape,"The answer must be something that a person who starts jogging hopes to do. Of the above choices, only getting in shape is something that a person who starts jogging hopes to do."
311,"The man took paperwork to other people to consult over it, where was he heading?
Answer Choices:
(a) desk
(b) meeting
(c) office
(d) table
(e) work",meeting,meeting,"The answer must be a place where people consult over paperwork. Of the above choices, only meetings are used to consult over paperwork."
312,"The man tried to reply to the woman, but he had difficulty keeping track of conversations that he didn't do what to?
Answer Choices:
(a) initiate
(b) ignore
(c) question
(d) answer
(e) ask",initiate,answer,"The answer must be something that the man didn't do. Of the above choices, the man didn't answer the woman."
313,"The man was giving assistance to a pan handler in the streets, how did he give assistance?
Answer Choices:
(a) feeling good
(b) killing
(c) law suits
(d) out of pocket
(e) feel loved",out of pocket,out of pocket,"The answer must be something that can be given to a pan handler. Of the above choices, only money can be given to a pan handler."
314,"The man was going fishing instead of work, what is he seeking?
Answer Choices:
(a) food
(b) relaxation
(c) killing
(d) missing morning cartoons
(e) boredom",relaxation,relaxation,"The answer must be something that the man is seeking. Of the above choices, only relaxation is something that the man is seeking."
315,"The man working in the attic swatted away a bee, but soon the single bee was an entire what?
Answer Choices:
(a) swarm
(b) pack
(c) countryside
(d) soft drink
(e) field of flowers",swarm,swarm,"The answer must be a group of bees. Of the above choices, only swarm is a group of bees."
316,"The merchant wanted to open in a high-traffic space, where did he rent space?
Answer Choices:
(a) mall
(b) business
(c) store
(d) sale
(e) sell goods",mall,mall,"The answer must be a place with a lot of traffic. Of the above choices, only malls have a lot of traffic."
317,"The neighborhood had a great sense of community, there was always a crowd at the landing of the what?
Answer Choices:
(a) stairwell
(b) arena
(c) ocean
(d) airport
(e) apartment building",apartment building,apartment building,"The answer must be a place where a crowd would gather. Of the above choices, only apartment building makes sense for a crowd to gather."
318,"The newlyweds began copulating their marriage, they wanted many what?
Answer Choices:
(a) babies
(b) odors
(c) sadness
(d) rapport
(e) ejaculation",babies,babies,"The answer must be something that newlyweds want. Of the above choices, only babies are something that newlyweds want."
319,"The old man needed to have rest multiple times a day, he would do what on the couch and catnap?
Answer Choices:
(a) lay in bed
(b) lay in bed
(c) go to bed
(d) relax
(e) lie down",lie down,lie down,"The answer must be something that the old man would do on the couch. Of the above choices, only lie down makes sense."
320,"The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?
Answer Choices:
(a) triangle
(b) middle
(c) corner
(d) center
(e) interior",interior,triangle,"The answer must be something that is used to make lines clean and crisp. Of the above choices, only a triangle is used to make lines clean and crisp."
321,"The pencil sharpener was broken in the classroom, where did the teacher recommend the student go?
Answer Choices:
(a) home
(b) library
(c) stationery store
(d) cabinet
(e) desk drawer",library,stationery store,"The answer must be a place where the student can sharpen his pencil. Of the above choices, only the stationery store has a pencil sharpener."
322,"The performer was ready to put on a show and stepped onto the launch platform, what was his job?
Answer Choices:
(a) cape canaveral florida
(b) nasa
(c) battleship
(d) ocean
(e) trapeze",trapeze,trapeze,"The answer must be something that has a launch platform. Of the above choices, only a trapeze has a launch platform."
323,"The person saw the mess his children made, what was his following reaction?
Answer Choices:
(a) smell smoke
(b) cross street
(c) cry
(d) bank savings
(e) look angry",look angry,look angry,"The answer should be the reaction of someone who saw the mess his children made. Of the above choices, the closest reaction is look angry."
324,"The person signed up for home insurance, what is he seeking?
Answer Choices:
(a) financial security
(b) live well
(c) good relationship
(d) compliments
(e) discounted furniture",financial security,financial security,"The answer must be something that home insurance provides. Of the above choices, only financial security is provided by home insurance."
325,"The person tried to reduce his weight with a shrink ray, but he got it backwards and only did what?
Answer Choices:
(a) grow
(b) gain weight
(c) make larger
(d) augment
(e) get bigger",make larger,grow,"The answer must be the opposite of what the person wanted to do. Of the above choices, only grow is the opposite of reduce."
326,"The person was in physical distress, where should he go?
Answer Choices:
(a) synagogue
(b) for help
(c) hospital
(d) bus stop
(e) building",hospital,hospital,"The answer must be a place where someone in physical distress can go. Of the above choices, only hospital is a place where someone in physical distress can go."
327,"The person wasn't bothered by the weather, she had remembered to bring her what?
Answer Choices:
(a) read book
(b) own house
(c) apartment
(d) more rice
(e) warm coat",warm coat,warm coat,"The answer must be something that would help the person not be bothered by the weather. Of the above choices, only a warm coat would help the person not be bothered by the weather."
328,"The piece of paper was worth a lot of money, it was an old Apple Inc what?
Answer Choices:
(a) notebook
(b) copy machine
(c) stock certificate
(d) ream
(e) thumb drive",stock certificate,stock certificate,"The answer must be something that is worth a lot of money. Of the above choices, only stock certificates are worth a lot of money."
329,"The pioneer went to the general store for storage measures, what was he looking for?
Answer Choices:
(a) checkers
(b) barrels
(c) baking soda
(d) buffalo
(e) salt",barrels,barrels,"The answer must be something that is used for storage. Of the above choices, only barrels are used for storage."
330,"The pitcher felt stress and tension on the mound, what did he feel like?
Answer Choices:
(a) desert
(b) baseball field
(c) hell
(d) baseball diamond
(e) baseball stadium",hell,hell,"The answer must be a place that is stressful and tense. Of the above choices, only hell is stressful and tense."
331,"The pitcher stepped on the mound ready to throw, where was he located specifically?
Answer Choices:
(a) hell
(b) baseball stadium
(c) golf course
(d) africa
(e) baseball diamond",baseball diamond,baseball diamond,"The answer must be the place where a pitcher would throw a ball. Of the above choices, only a baseball diamond is the place where a pitcher would throw a ball."
332,"The player lifted his cornet and walked in rhythm, what was the player a member of?
Answer Choices:
(a) museum
(b) high school band
(c) marching band
(d) orchestra
(e) band",marching band,marching band,"The answer must be a group that plays music. Of the above choices, only marching band and band play music."
333,"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?
Answer Choices:
(a) darkness
(b) cumbersome
(c) obesity
(d) forceful
(e) crucial",crucial,crucial,"The answer must be the relationship between the light and finishing her homework. Of the above choices, only crucial is the relationship between the light and finishing her homework."
334,"The princess was pure, the evil wizard wished to do what to her?
Answer Choices:
(a) dirty
(b) tarnish
(c) corrupt
(d) contaminated
(e) applied",corrupt,corrupt,"The answer must be something that an evil wizard would do to a princess. Of the above choices, only corrupt makes sense."
335,"The program kept getting errors, the amateur end user began to what?
Answer Choices:
(a) get mad
(b) compile
(c) debug
(d) write code
(e) get frustrated",get frustrated,get frustrated,"The answer should be something that an amateur end user would do when a program keeps getting errors. Of the above choices, the closest answer is get frustrated."
336,"The rats were hiding in the house, where were they?
Answer Choices:
(a) sewers
(b) laboratory
(c) basement
(d) clinic
(e) cellar",cellar,basement,"The answer must be a place in the house. Of the above choices, only the basement is in the house."
337,"The runner was in third place, but he pushed harder and thought he might be able to reach second.  What was beginning to do?
Answer Choices:
(a) near finish line
(b) finish
(c) get tired
(d) gain ground
(e) trip over",gain ground,gain ground,"The answer must be something that the runner is doing. Of the above choices, only gain ground is something that the runner is doing."
338,"The shark actually counted as evidence, so where did the legal team bring it?
Answer Choices:
(a) court room
(b) shallow waters
(c) poker game
(d) sea world
(e) pond arena",court room,court room,"The answer must be a place where evidence is presented. Of the above choices, only court room is a place where evidence is presented."
339,"The smelly man was having a bath, but what is he pursuing?
Answer Choices:
(a) hydration
(b) being clear
(c) personal cleanliness
(d) will drown
(e) use of water",personal cleanliness,personal cleanliness,"The answer must be something that a smelly man would want to do. Of the above choices, only personal cleanliness makes sense."
340,"The soldier was told to get to the rendezvous point, for there he was suppose to what?
Answer Choices:
(a) fight enemy
(b) go to war
(c) fight for freedom
(d) wait for orders
(e) follow instructions",wait for orders,wait for orders,"The answer must be something that a soldier does at a rendezvous point. Of the above choices, only wait for orders makes sense."
341,"The student explained he had a clue what neuroepithelium was and got really nervous, he then lost his balance because a what issue?
Answer Choices:
(a) tastebud
(b) retina
(c) inner ear
(d) nasal cavity
(e) autistic",inner ear,inner ear,"The answer must be something that causes balance issues. Of the above choices, only inner ear causes balance issues."
342,"The surgeon's clients had begun to reduce, it seemed girls no longer want to what?
Answer Choices:
(a) reduction
(b) make larger
(c) augment
(d) gain weight
(e) expand",augment,augment,"The answer must be something that girls no longer want to do. Of the above choices, only (c) augment is something that girls no longer want to do."
343,"The teacher knew her students understood division, what was she hoping they would learn next?
Answer Choices:
(a) multiplication
(b) multiply
(c) putting together
(d) unity
(e) pay debts",multiplication,multiplication,"The answer must be something that comes after division. Of the above choices, only multiplication comes after division."
344,"The teacher played on the upright piano, she was explaining the song to all the students in the what?
Answer Choices:
(a) music room
(b) bathroom
(c) house
(d) living room
(e) music store",music room,music room,"The answer must be the place where the teacher was explaining the song to all the students. Of the above choices, only music room makes sense."
