prompt,gpt_answer
"
Questions: The human was cold and just needed to step inside quickly, what did he look for? 

Answers: (A) nearest house, (B) school, (C) warm place, (D) surface of earth, (E) office block Given the question 'The human was cold and just needed to step inside quickly, what did he look for?', which among the choices nearest house, school, warm place, surface of earth office block, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The investor had promised profit, but he had been what? 

Answers: (A) losing money, (B) lost, (C) losses, (D) expense, (E) lose money Given the question 'The investor had promised profit, but he had been what?', which among the choices losing money, lost, losses, expense lose money, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The jar was plastic, just like most of the stuff in the kitchen.  John preferred glass, and wished he was somewhere else.  Where does he want to be? 

Answers: (A) cupboard, (B) anywhere else, (C) everything, (D) own home, (E) garbage dump Given the question 'The jar was plastic, just like most of the stuff in the kitchen.  John preferred glass, and wished he was somewhere else.  Where does he want to be?', which among the choices cupboard, anywhere else, everything, own home garbage dump, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The jelly needed to be preserved, where should we put it? 

Answers: (A) jar, (B) donuts, (C) sugar, (D) peanut butter, (E) refrigerator Given the question 'The jelly needed to be preserved, where should we put it?', which among the choices jar, donuts, sugar, peanut butter refrigerator, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The jelly was put into a tube, where was it bound? 

Answers: (A) donuts, (B) table, (C) peanut butter, (D) jar, (E) refrigerator Given the question 'The jelly was put into a tube, where was it bound?', which among the choices donuts, table, peanut butter, jar refrigerator, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The journalist had a simple approach, see story; do what? 

Answers: (A) sit down, (B) would read, (C) reading, (D) remember, (E) write down Given the question 'The journalist had a simple approach, see story; do what?', which among the choices sit down, would read, reading, remember write down, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The judge had ruled the murder case could be reopened, excavation soon began where? 

Answers: (A) dead, (B) construction site, (C) under ground, (D) egypt, (E) cemetary Given the question 'The judge had ruled the murder case could be reopened, excavation soon began where?', which among the choices dead, construction site, under ground, egypt cemetary, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The jury determined he was guilty of the crime, and decided that the judge must do what for the victim? 

Answers: (A) conduct trial, (B) serve justice, (C) pass sentence, (D) bring in verdict, (E) go to war Given the question 'The jury determined he was guilty of the crime, and decided that the judge must do what for the victim?', which among the choices conduct trial, serve justice, pass sentence, bring in verdict go to war, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The kids ate crackers as the played on the floor, afterwards their mother had to vacuum up all the what? 

Answers: (A) floor, (B) box of crackers, (C) carpet, (D) table, (E) rug Given the question 'The kids ate crackers as the played on the floor, afterwards their mother had to vacuum up all the what?', which among the choices floor, box of crackers, carpet, table rug, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The king gave a speech about it being an auspicious day, but he was assassinated in the middle of it making it actually what? 

Answers: (A) ominous, (B) coincidental, (C) ruinous, (D) inauspicious, (E) disastrous Given the question 'The king gave a speech about it being an auspicious day, but he was assassinated in the middle of it making it actually what?', which among the choices ominous, coincidental, ruinous, inauspicious disastrous, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The king strolled through his back courtyard, where was near? 

Answers: (A) palace, (B) garden, (C) country estate, (D) large house, (E) suburbs Given the question 'The king strolled through his back courtyard, where was near?', which among the choices palace, garden, country estate, large house suburbs, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The lab results had been compiled, the scientist began analysing the data because he wanted what? 

Answers: (A) learn more about, (B) headache, (C) do math, (D) enlightened, (E) better understanding Given the question 'The lab results had been compiled, the scientist began analysing the data because he wanted what?', which among the choices learn more about, headache, do math, enlightened better understanding, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The lady fumbled in her purse for change she didn't have, the person beyond offered a helping hand in what? 

Answers: (A) heart, (B) kindness, (C) satisfaction, (D) pay, (E) happiness Given the question 'The lady fumbled in her purse for change she didn't have, the person beyond offered a helping hand in what?', which among the choices heart, kindness, satisfaction, pay happiness, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The lady responsible for care that shift was not good at her job, she was always what to the needs of the seniors? 

Answers: (A) antipathy, (B) disinterest, (C) negligence, (D) indifferent, (E) careless Given the question 'The lady responsible for care that shift was not good at her job, she was always what to the needs of the seniors?', which among the choices antipathy, disinterest, negligence, indifferent careless, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The lady was getting worked up about the article explaining the uptick in accidents in their area, but her husband was dismissive of it stating that accidents what? 

Answers: (A) happen to people, (B) hurt people, (C) happen anytime, (D) happen often, (E) happen anywhere Given the question 'The lady was getting worked up about the article explaining the uptick in accidents in their area, but her husband was dismissive of it stating that accidents what?', which among the choices happen to people, hurt people, happen anytime, happen often happen anywhere, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The laser light hurt his eyes, how would he describe it? 

Answers: (A) forceful, (B) darkness, (C) cumbersome, (D) crucial, (E) cold Given the question 'The laser light hurt his eyes, how would he describe it?', which among the choices forceful, darkness, cumbersome, crucial cold, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The lawyer explained what committing perjury was, this was big case with high what? 

Answers: (A) arrest, (B) shame, (C) risk, (D) tension, (E) penalty Given the question 'The lawyer explained what committing perjury was, this was big case with high what?', which among the choices arrest, shame, risk, tension penalty, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The leading team was upset, they had stopped actively reaching advantage because they had grown too comfortable what? 

Answers: (A) encouraging, (B) victory, (C) being ahead, (D) fall, (E) winning Given the question 'The leading team was upset, they had stopped actively reaching advantage because they had grown too comfortable what?', which among the choices encouraging, victory, being ahead, fall winning, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The local environmentalist and philanthropist passed away, he was memorialized on a bench located where? 

Answers: (A) rest area, (B) garden, (C) bus depot, (D) state park, (E) bank Given the question 'The local environmentalist and philanthropist passed away, he was memorialized on a bench located where?', which among the choices rest area, garden, bus depot, state park bank, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The location was famous for it's color, but the tourist was interested in the column of the what? 

Answers: (A) statue, (B) pantheon, (C) roman architecture, (D) spreadsheet, (E) whitehouse Given the question 'The location was famous for it's color, but the tourist was interested in the column of the what?', which among the choices statue, pantheon, roman architecture, spreadsheet whitehouse, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The lock prevented people from getting into the school, where was it placed? 

Answers: (A) car door, (B) on wall, (C) entrance, (D) front door, (E) gate Given the question 'The lock prevented people from getting into the school, where was it placed?', which among the choices car door, on wall, entrance, front door gate, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The loquacious man needed to listen, what should he do? 

Answers: (A) stop talking, (B) pay attention, (C) able to hear, (D) shut up, (E) concentrate Given the question 'The loquacious man needed to listen, what should he do?', which among the choices stop talking, pay attention, able to hear, shut up concentrate, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The magician guessed it was a king, he was very good with a what? 

Answers: (A) hierarchy, (B) court, (C) chess game, (D) deck of cards, (E) chess set Given the question 'The magician guessed it was a king, he was very good with a what?', which among the choices hierarchy, court, chess game, deck of cards chess set, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The mail fell out of my box and scattered in the win, where did it land? 

Answers: (A) mailcatcher, (B) post office, (C) usps, (D) neighbor's house, (E) table Given the question 'The mail fell out of my box and scattered in the win, where did it land?', which among the choices mailcatcher, post office, usps, neighbor's house table, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man and the woman likened their experience to police brutality.  But, really, they were just unable to do what regarding reality and lies? 

Answers: (A) differentiate, (B) hate, (C) discriminate, (D) contrast, (E) distinguish Given the question 'The man and the woman likened their experience to police brutality.  But, really, they were just unable to do what regarding reality and lies?', which among the choices differentiate, hate, discriminate, contrast distinguish, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man asked to have a tissue holder installed at the dealership, where did they put it? 

Answers: (A) convenient spot, (B) bathroom or bedroom, (C) office, (D) airplane, (E) car Given the question 'The man asked to have a tissue holder installed at the dealership, where did they put it?', which among the choices convenient spot, bathroom or bedroom, office, airplane car, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man had been entertaining his whole life, being in his nineties now doing a show can lead to what? 

Answers: (A) suicide, (B) fulfillment, (C) embarrassment, (D) fatigue, (E) laughter Given the question 'The man had been entertaining his whole life, being in his nineties now doing a show can lead to what?', which among the choices suicide, fulfillment, embarrassment, fatigue laughter, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man had to leave work in a hurry, in the middle of work, where was his paper work left? 

Answers: (A) desk, (B) chair, (C) meeting, (D) office, (E) work Given the question 'The man had to leave work in a hurry, in the middle of work, where was his paper work left?', which among the choices desk, chair, meeting, office work, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man liked eating hamburger but never exercised, what was the result? 

Answers: (A) gas, (B) health problems, (C) enjoy, (D) death, (E) gain weight Given the question 'The man liked eating hamburger but never exercised, what was the result?', which among the choices gas, health problems, enjoy, death gain weight, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man looked at the beautiful woman and knew that she could never love him after his devastating facial injury, how would he desrcibe his face? 

Answers: (A) remodeled, (B) grotesque, (C) bad, (D) hideous, (E) cloudy Given the question 'The man looked at the beautiful woman and knew that she could never love him after his devastating facial injury, how would he desrcibe his face?', which among the choices remodeled, grotesque, bad, hideous cloudy, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man lost his keys while walking in a crime-ridden area, where did he look? 

Answers: (A) cabinet, (B) outside, (C) front pocket, (D) piano, (E) purse Given the question 'The man lost his keys while walking in a crime-ridden area, where did he look?', which among the choices cabinet, outside, front pocket, piano purse, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man loved all sorts of puzzles, he would do crossword puzzle every morning to be what? 

Answers: (A) mentally challenged, (B) challenging, (C) you're bored, (D) pass time, (E) brain exercise Given the question 'The man loved all sorts of puzzles, he would do crossword puzzle every morning to be what?', which among the choices mentally challenged, challenging, you're bored, pass time brain exercise, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man loved his cheese, especially old ones that what? 

Answers: (A) age well, (B) eat cake, (C) benign bacteria, (D) age to get better, (E) salad dressing Given the question 'The man loved his cheese, especially old ones that what?', which among the choices age well, eat cake, benign bacteria, age to get better salad dressing, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man measured from each edge, he was trying to find the dead what? 

Answers: (A) center, (B) middle, (C) corner, (D) middle, (E) interior Given the question 'The man measured from each edge, he was trying to find the dead what?', which among the choices center, middle, corner, middle interior, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man needed to visit the shopping arcade but wanted to avoid crowds, where did he go? 

Answers: (A) busy city, (B) shopping mall, (C) canada, (D) high street, (E) town Given the question 'The man needed to visit the shopping arcade but wanted to avoid crowds, where did he go?', which among the choices busy city, shopping mall, canada, high street town, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man on the street corner was showing off a wristwatch, he was trying to what it for drug money? 

Answers: (A) jewelry store, (B) case, (C) hock, (D) watch store, (E) pawn Given the question 'The man on the street corner was showing off a wristwatch, he was trying to what it for drug money?', which among the choices jewelry store, case, hock, watch store pawn, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man owned a lot of guns, he thought more gun control was what? 

Answers: (A) controlled in canada, (B) a great idea, (C) bad, (D) semiautomatic, (E) very dangerous Given the question 'The man owned a lot of guns, he thought more gun control was what?', which among the choices controlled in canada, a great idea, bad, semiautomatic very dangerous, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man set the cup on the table.  It didn't matter.   He didn't heave anything to put it on, and he lacked the what to balance it? 

Answers: (A) tenacity, (B) hands, (C) coaster, (D) skill, (E) breaking Given the question 'The man set the cup on the table.  It didn't matter.   He didn't heave anything to put it on, and he lacked the what to balance it?', which among the choices tenacity, hands, coaster, skill breaking, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man suffered from beef allergies, what did he suffer from as a result of eating hamburger? 

Answers: (A) death, (B) gas, (C) gain weight, (D) a meal, (E) satisfaction Given the question 'The man suffered from beef allergies, what did he suffer from as a result of eating hamburger?', which among the choices death, gas, gain weight, a meal satisfaction, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man tried to learn how to play the game, but his  injury meant that he would always do what? 

Answers: (A) michigan, (B) quit, (C) improved performance, (D) forget, (E) teach Given the question 'The man tried to learn how to play the game, but his  injury meant that he would always do what?', which among the choices michigan, quit, improved performance, forget teach, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man tried to run, but he could not. He could that he could only move by doing what? 

Answers: (A) stand, (B) go quickly, (C) walking, (D) stand still, (E) walk slowly Given the question 'The man tried to run, but he could not. He could that he could only move by doing what?', which among the choices stand, go quickly, walking, stand still walk slowly, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man uses grooming before a job interview, what is he trying to portray? 

Answers: (A) looking good, (B) beauty, (C) tardiness, (D) handsomeness, (E) neatness Given the question 'The man uses grooming before a job interview, what is he trying to portray?', which among the choices looking good, beauty, tardiness, handsomeness neatness, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man was cleaning clothes for his date, what was he looking to achieve? 

Answers: (A) ruined, (B) clean clothes, (C) sadness, (D) attractive appearance, (E) look better Given the question 'The man was cleaning clothes for his date, what was he looking to achieve?', which among the choices ruined, clean clothes, sadness, attractive appearance look better, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man was disheveled and wanted to clean clothes, so what was he hoping to achieve? 

Answers: (A) attractive appearance, (B) look better, (C) sanitation, (D) clean clothes, (E) laundromat Given the question 'The man was disheveled and wanted to clean clothes, so what was he hoping to achieve?', which among the choices attractive appearance, look better, sanitation, clean clothes laundromat, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man was happy to be seeing his idea become a reality, and knew his father would be proud, what did he feel in himself? 

Answers: (A) fulfilling, (B) pain, (C) excitement, (D) inspiration, (E) manual Given the question 'The man was happy to be seeing his idea become a reality, and knew his father would be proud, what did he feel in himself?', which among the choices fulfilling, pain, excitement, inspiration manual, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man was hungry and going fishing, what was he planning to do with the fish? 

Answers: (A) relaxation, (B) talk to, (C) have fun, (D) boredom, (E) killing Given the question 'The man was hungry and going fishing, what was he planning to do with the fish?', which among the choices relaxation, talk to, have fun, boredom killing, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man was playfully wrestling with a woman he was enamored with, what was the physiological result? 

Answers: (A) competition, (B) blood, (C) wins, (D) medals, (E) erections Given the question 'The man was playfully wrestling with a woman he was enamored with, what was the physiological result?', which among the choices competition, blood, wins, medals erections, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man was sick of secular consumerism, what life did he seek instead? 

Answers: (A) eternal, (B) married life, (C) religious, (D) monastic, (E) unpredictable Given the question 'The man was sick of secular consumerism, what life did he seek instead?', which among the choices eternal, married life, religious, monastic unpredictable, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man with Crohn's disease was eating a hamburger, what happened as a result? 

Answers: (A) electrical circuit, (B) tasty, (C) have fun, (D) indigestion, (E) enjoy Given the question 'The man with Crohn's disease was eating a hamburger, what happened as a result?', which among the choices electrical circuit, tasty, have fun, indigestion enjoy, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man woke up with a hangover and broken nose, it seemed he decided to get drunk and what? 

Answers: (A) vomit, (B) stagger, (C) get arrested, (D) fall down, (E) sleep over Given the question 'The man woke up with a hangover and broken nose, it seemed he decided to get drunk and what?', which among the choices vomit, stagger, get arrested, fall down sleep over, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The man's goals were noble, but his methods were what? 

Answers: (A) peasant, (B) inferior, (C) ignoble, (D) plebeian, (E) uneducated Given the question 'The man's goals were noble, but his methods were what?', which among the choices peasant, inferior, ignoble, plebeian uneducated, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The marathon included dancing for as long as possible for a prize, what did people feel as a result? 

Answers: (A) humiliation, (B) sweaty, (C) fatigue, (D) blisters, (E) exhaustion Given the question 'The marathon included dancing for as long as possible for a prize, what did people feel as a result?', which among the choices humiliation, sweaty, fatigue, blisters exhaustion, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The mascot gathered the children around the campfire, he then began to what them? 

Answers: (A) go to movies, (B) read to, (C) imagine, (D) eat smores, (E) play games Given the question 'The mascot gathered the children around the campfire, he then began to what them?', which among the choices go to movies, read to, imagine, eat smores play games, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The mat was non slip, it was also picked to match the colors of everything else in the what? 

Answers: (A) gym, (B) school, (C) bathroom, (D) house, (E) living room Given the question 'The mat was non slip, it was also picked to match the colors of everything else in the what?', which among the choices gym, school, bathroom, house living room, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The measurement was important and they had to make a, what kind of increase, to get it just right? 

Answers: (A) mighty, (B) slight, (C) negligible, (D) useless, (E) petty Given the question 'The measurement was important and they had to make a, what kind of increase, to get it just right?', which among the choices mighty, slight, negligible, useless petty, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The membrane could be observed through magnification, it protected the what? 

Answers: (A) protect, (B) cell, (C) filtration, (D) animal, (E) fresh egg Given the question 'The membrane could be observed through magnification, it protected the what?', which among the choices protect, cell, filtration, animal fresh egg, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The men talked at length and found they were agreeing with a lot of things, how would they describe their feeling toward one another? 

Answers: (A) problem, (B) peace, (C) love, (D) contract, (E) like Given the question 'The men talked at length and found they were agreeing with a lot of things, how would they describe their feeling toward one another?', which among the choices problem, peace, love, contract like, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The monkey didn't touch the ground.  He jumped around, laughed, threw things, and had all sorts of fun, but he never left something. What did he never leave? 

Answers: (A) branches, (B) brazil, (C) playful mood, (D) rain forest, (E) treetops Given the question 'The monkey didn't touch the ground.  He jumped around, laughed, threw things, and had all sorts of fun, but he never left something. What did he never leave?', which among the choices branches, brazil, playful mood, rain forest treetops, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The monkey realized he was surrounded by water, where was the monkey? 

Answers: (A) madagascar, (B) rain forest, (C) captivity, (D) on a tree, (E) french government Given the question 'The monkey realized he was surrounded by water, where was the monkey?', which among the choices madagascar, rain forest, captivity, on a tree french government, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The mother had to run some errands, she told he son if he did his chores while she was gone it would be what? 

Answers: (A) get things done, (B) complete tasks, (C) helpful, (D) finished product, (E) gain Given the question 'The mother had to run some errands, she told he son if he did his chores while she was gone it would be what?', which among the choices get things done, complete tasks, helpful, finished product gain, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The mother knew her children to be messy, so she always kept extra kleenex in her what? 

Answers: (A) blow nose, (B) box, (C) wipe nose, (D) purse, (E) pocket Given the question 'The mother knew her children to be messy, so she always kept extra kleenex in her what?', which among the choices blow nose, box, wipe nose, purse pocket, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The mother tried to call the babysitter, but the babysitter panicked and did what? 

Answers: (A) park, (B) communicate, (C) hang up, (D) answer, (E) respond Given the question 'The mother tried to call the babysitter, but the babysitter panicked and did what?', which among the choices park, communicate, hang up, answer respond, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The munitions were loaded onto the launch platform, where were they? 

Answers: (A) at cape canaveral, (B) trapeze, (C) battleship, (D) nasa, (E) kitchen Given the question 'The munitions were loaded onto the launch platform, where were they?', which among the choices at cape canaveral, trapeze, battleship, nasa kitchen, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The muscle stretched, and after it did what? 

Answers: (A) popped, (B) loose, (C) compressing, (D) contract, (E) cramped Given the question 'The muscle stretched, and after it did what?', which among the choices popped, loose, compressing, contract cramped, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The old barn was beyond repair, they had to destroy it before they could what a new one? 

Answers: (A) make, (B) raise, (C) entice, (D) build, (E) fix Given the question 'The old barn was beyond repair, they had to destroy it before they could what a new one?', which among the choices make, raise, entice, build fix, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The outdoor restaurant has no business when it rained, where should it move to? 

Answers: (A) big city, (B) town, (C) building, (D) new york, (E) new place Given the question 'The outdoor restaurant has no business when it rained, where should it move to?', which among the choices big city, town, building, new york new place, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The painter explained how he never achieved a flawless portrait, he said this was because all people are what? 

Answers: (A) imperfect, (B) disfigured, (C) damaged, (D) flawed, (E) defective Given the question 'The painter explained how he never achieved a flawless portrait, he said this was because all people are what?', which among the choices imperfect, disfigured, damaged, flawed defective, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The paper towels are usually in plain sight in the kitchen, where did the dad go next to find them? 

Answers: (A) pantry, (B) cabinet, (C) grocery store, (D) waste bin, (E) market Given the question 'The paper towels are usually in plain sight in the kitchen, where did the dad go next to find them?', which among the choices pantry, cabinet, grocery store, waste bin market, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The parking lot was only full during the day, where was it located? 

Answers: (A) people, (B) amusement park, (C) city, (D) park, (E) apartment complex Given the question 'The parking lot was only full during the day, where was it located?', which among the choices people, amusement park, city, park apartment complex, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The patient was recovering well but still had a long recovery ahead, while chatting with friends he explained all the what? 

Answers: (A) laughter, (B) discomfort, (C) glee, (D) fun, (E) inspiration Given the question 'The patient was recovering well but still had a long recovery ahead, while chatting with friends he explained all the what?', which among the choices laughter, discomfort, glee, fun inspiration, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The peninsula and panhandle make for a long coast, this is why many people like to vacation or retire where? 

Answers: (A) united states, (B) florida, (C) country, (D) where it is hot, (E) california Given the question 'The peninsula and panhandle make for a long coast, this is why many people like to vacation or retire where?', which among the choices united states, florida, country, where it is hot california, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people began thanking each other, and they sealed the deal by doing what? 

Answers: (A) feel good, (B) appreciation, (C) kissing, (D) shake hands, (E) smile Given the question 'The people began thanking each other, and they sealed the deal by doing what?', which among the choices feel good, appreciation, kissing, shake hands smile, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people danced to the music, what was the music like for them? 

Answers: (A) soothing, (B) vocal or instrumental, (C) loud, (D) universal, (E) enjoyable Given the question 'The people danced to the music, what was the music like for them?', which among the choices soothing, vocal or instrumental, loud, universal enjoyable, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people had destroyed his family, he was now killing people with what? 

Answers: (A) joy, (B) laughter, (C) vengeance, (D) terrible, (E) anguish Given the question 'The people had destroyed his family, he was now killing people with what?', which among the choices joy, laughter, vengeance, terrible anguish, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people in class were instructed to brainstorm ideas, how would they use their minds for this? 

Answers: (A) shake hands, (B) control events, (C) talk to each other, (D) think creatively, (E) dress themselves Given the question 'The people in class were instructed to brainstorm ideas, how would they use their minds for this?', which among the choices shake hands, control events, talk to each other, think creatively dress themselves, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people wanted to do a demonstration, where did they decide to do it? 

Answers: (A) supermarket, (B) public place, (C) demolition, (D) space shuttle, (E) roadblock Given the question 'The people wanted to do a demonstration, where did they decide to do it?', which among the choices supermarket, public place, demolition, space shuttle roadblock, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people wanted to stop the parade, so what did they set up to thwart it? 

Answers: (A) carnival, (B) public place, (C) apartment, (D) space shuttle, (E) roadblock Given the question 'The people wanted to stop the parade, so what did they set up to thwart it?', which among the choices carnival, public place, apartment, space shuttle roadblock, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people were building a backdrop for the play, their tools echoed in the empty what? 

Answers: (A) bodyshop, (B) stage show, (C) theatre, (D) theater, (E) photography studio Given the question 'The people were building a backdrop for the play, their tools echoed in the empty what?', which among the choices bodyshop, stage show, theatre, theater photography studio, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The people were confused by the words being spoken, why would this be? 

Answers: (A) hurt people, (B) mean many things, (C) hurtful, (D) hurt feelings, (E) unclear Given the question 'The people were confused by the words being spoken, why would this be?', which among the choices hurt people, mean many things, hurtful, hurt feelings unclear, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person had a talent he wanted to donate to a cause, so what did he do? 

Answers: (A) write check, (B) thank god, (C) teach another, (D) show emotion, (E) work for free Given the question 'The person had a talent he wanted to donate to a cause, so what did he do?', which among the choices write check, thank god, teach another, show emotion work for free, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person kept a straight face, what was he avoiding? 

Answers: (A) show emotion, (B) teach another, (C) work for free, (D) catch cold, (E) attention Given the question 'The person kept a straight face, what was he avoiding?', which among the choices show emotion, teach another, work for free, catch cold attention, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person prepared for anything, this is why he kept months worth of canned food in his what? 

Answers: (A) pantry, (B) cellar, (C) grocery store, (D) kitchen, (E) cupboard Given the question 'The person prepared for anything, this is why he kept months worth of canned food in his what?', which among the choices pantry, cellar, grocery store, kitchen cupboard, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person put on lotion, what did they want? 

Answers: (A) fresh smell, (B) good credit, (C) smooth skin, (D) fresh produce, (E) headache Given the question 'The person put on lotion, what did they want?', which among the choices fresh smell, good credit, smooth skin, fresh produce headache, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person saw the tomatoes were dying, what did he do next? 

Answers: (A) feel stupid, (B) eat fruit, (C) thank god, (D) water garden, (E) run Given the question 'The person saw the tomatoes were dying, what did he do next?', which among the choices feel stupid, eat fruit, thank god, water garden run, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person sees the messy house that was clean earlier that day, what was the reaction? 

Answers: (A) thank god, (B) travel to europe, (C) feel upset, (D) happy, (E) spring into action Given the question 'The person sees the messy house that was clean earlier that day, what was the reaction?', which among the choices thank god, travel to europe, feel upset, happy spring into action, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person signed up for a dating website, what is he looking for? 

Answers: (A) financial security, (B) quick marriage, (C) live well, (D) own house, (E) good relationship Given the question 'The person signed up for a dating website, what is he looking for?', which among the choices financial security, quick marriage, live well, own house good relationship, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person took a ibuprofen after experiencing a headache, what happened to him next? 

Answers: (A) feel relieved, (B) cross street, (C) learn to swim, (D) walk, (E) act responsibly Given the question 'The person took a ibuprofen after experiencing a headache, what happened to him next?', which among the choices feel relieved, cross street, learn to swim, walk act responsibly, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person turned the oven on and put a pizza in, what happened one hour later? 

Answers: (A) smell smoke, (B) catch cold, (C) burnt, (D) look angry, (E) bank savings Given the question 'The person turned the oven on and put a pizza in, what happened one hour later?', which among the choices smell smoke, catch cold, burnt, look angry bank savings, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: The person used a candle to navigate up the spiral staircase, where were they likely? 

Answers: (A) burn brightly, (B) fire hazard, (C) emit light, (D) being in church, (E) light house Given the question 'The person used a candle to navigate up the spiral staircase, where were they likely?', which among the choices burn brightly, fire hazard, emit light, being in church light house, is the correct answer? Explain your reasoning using conditional statements.

",A
